,평점,본문
153,3,쿠폰으로 저렴하게 구입합니다쿠폰으로 저렴하게 구입합니다
154,4,사용전이라ㅠ 맘에 들길사용전이라ㅠ 맘에 들길
155,4,저렴하게 구매했네요저렴하게 구매했네요
156,5,좋아여 키즈앤맘 둘다 아닌데 좋아하는 선크림입니다좋아여 키즈앤맘 둘다 아닌데 좋아하는 선크림입니다
157,5,선크림 중에서 최고예요ㅎㅎ 인생템! 배송도 빠르고 좋아요선크림 중에서 최고예요ㅎㅎ 인생템! 배송도 빠르고 좋아요
158,5,늘쓰는거라 좋아요좋아요!늘쓰는거라 좋아요좋아요!
159,4,배송빨라요 포장이 하얀색으로 바뀌었네요아직사용전이지배송빨라요 포장이 하얀색으로 바뀌었네요아직사용전이지만 성분이 같다면 잘 쓸것같아요
160,3,여름에 아이 한테발라주니 좋더나고요여름에 아이 한테발라주니 좋더나고요
161,5,잘받았어요피부에 자극되지 않게 순해서 좋아요
162,4,평소 피부화장을 선크림만 하는 편이라 백탁이 있어도 상관 없었는데 백탁이 있는 것 치곤 뻑뻑한 느낌이 적어서 좋았어요 키즈앤 맘이라 성분도 안심하고 써도 될 것 같아요 ! 바르고 평소 피부화장을 선크림만 하는 편이라 백탁이 있어도 상관 없었는데 백탁이 있는 것 치곤 뻑뻑한 느낌이 적어서 좋았어요 키즈앤 맘이라 성분도 안심하고 써도 될 것 같아요 ! 바르고 깜빡 자고 일어나도 드름 안 난다는
163,5,자연스럽게 하얘지고 좋아요자연스럽게 하얘지고 좋아요
164,5,딸이  좋아하네여  잘쓸께요딸이  좋아하네여 잘쓸께요
165,5,너무 싸게 잘 구입했어요너무 싸게 잘 구입했어요
166,5,예전 노란통 썼었는데 조금 바뀐 것 같은데 전에 것이 더 좋은 것 같긴 해요 이것도 괜찮아요예전 노란통 썼었는데 조금 바뀐 것 같은데 전에 것이 더 좋은 것 같긴 해요 이것도 괜찮아요
167,5,중학생 딸 사 줬어요 저자극이라 안심이예요중학생 딸 사 줬어요 저자극이라 안심이예요
168,5,기름기 없고 좋아요ㅠㅠ 정착템 입니다ㅠㅠㅠ기름기 없고 좋아요ㅠㅠ 정착템 입니다ㅠㅠㅠ
169,5,계속 사용하는 제품이예요 바뀐 곤 아직 안써봤지만계속 사용하는 제품이예요 바뀐 곤 아직 안써봤지만
170,5,항상 사용하는데 부드럽고 좋아요항상 사용하는데 부드럽고 좋아요
171,4,유통기한 넉넉하고 좋아요유통기한 넉넉하고 좋아요
172,4,갠찮은거 같아요 써보게요갠찮은거 같아요 써보게요
173,5,잘왔어욤잘왔어욤
174,5,늘 쓰는 제품 온라인이 싸지여전 요것만 바릅니다 트러블없고 좋아요
175,4,생각보다 백탁이 심하니 아이들이 놀라던걸요ㅋㅋ 트러블이 요즘 많이 나서 샀어요 순하다니 믿고 써봅니다생각보다 백탁이 심하니 아이들이 놀라던걸요ㅋㅋ 트러블이 요즘 많이 나서 샀어요 순하다니 믿고 써봅니다2개의 포토리뷰2개의 포토리뷰
176,4,잘 받았습니다 딸아이가 씁니다잘 받았습니다 딸아이가 씁니다
177,5,항상 쓰는 거에요 여름이라 지수가 좀 더 높은 걸로항상 쓰는 거에요 여름이라 지수가 좀 더 높은 걸로 바꿀까 했는데 순한 이걸로 계속 쓰고 잇어요
178,4,순하고 부드러워서 아이와 함께 쓰고 있습니디ㅣ순하고 부드러워서 아이와 함께 쓰고 있습니디ㅣ
179,5,향이 좋다고 아기가 만족해해요 향이 좋다고 아기가 만족해해요백탁도 없고요
180,5,저렴한가격에 쓰기 딱 좋습니다저렴한가격에 쓰기 딱 좋습니다
181,4,냄새가좋네요잘발리구요냄새가좋아요
182,3,항상쓰는제품이에요 만족항상쓰는제품이에요 만족
183,5,되게 좋아요 ㅋㅋ 세수하자마자 피부 촉촉할 때 싹 바르면 싹 발려서 좋아요 ㅋㅋ되게 좋아요 ㅋㅋ 세수하자마자 피부 촉촉할 때 싹 바르면 싹 발려서 좋아요 ㅋㅋ
184,4,잘 사용하겠습니다잘 사용하겠습니다감사합니다
185,5,순하고 트러블이없어 좋아요배송도빠르고 만족합니다순하고 트러블이없어 좋아요배송도빠르고 만족합니다
186,5,좋아요 1대1할때 착하게 구매했어요좋아요 1대1할때 착하게 구매했어요
187,5,좋아요좋아요
188,5,빠른 배송 감사합니다!!빠른 배송 감사합니다!!
189,5,전백탁있는걸원했기에 만족합니다꾸준히쓰는제품이예요전백탁있는걸원했기에 만족합니다꾸준히쓰는제품이예요
190,5,토니모리 선크림토니모리 선크림 좋습니다잘 사용할게요
191,5,잘받았습니다아직  사용을  안해봐서 잘 모르겠어요
192,5,순하고 좋아요 배송은 보통입니다순하고 좋아요 배송은 보통입니다
193,5,잘 사용하고 있어요잘 사용하고 있어요
194,4,배송 빠르고 좋아요배송 빠르고 좋아요
195,5,아이들과 함께 쓰려고 샀는데 괜찮은거 같아요아이들과 함께 쓰려고 샀는데 괜찮은거 같아요
196,4,조금 뻑뻑하긴 한데 좋았음조금 뻑뻑하긴 한데 좋았음
197,5,피부 예민한편인데 좋아요피부 예민한편인데 좋아요
198,5,잘받았습니다 번창하세요잘받았습니다 번창하세요
199,5,소문대로 진짜 좋아요소문대로 진짜 좋아요
200,5,잘 쓸게요잘 쓸게요
201,5,용량이작아서매일쓰니용량이작아서매일쓰니가성비좋고 여러개사시는거추천요
202,5,트러블도 안나고 순하고 좋아요 !!트러블도 안나고 순하고 좋아요 !!
203,5,순해서 트러블이 전혀 안나서좋습니다순해서 트러블이 전혀 안나서좋습니다
204,5,좋아요 재구매의사 있습니다좋아요 재구매의사 있습니다
205,5,쭉 써왔어요 ! 너무 좋습니다 쭉 써왔어요 ! 너무 좋습니다 
206,5,항상 쓰던 제품을 11에 사서 더 좋아요 성분이 좋아서 믿고 쓰는 제품입니다항상 쓰던 제품을 11에 사서 더 좋아요 성분이 좋아서 믿고 쓰는 제품입니다
207,5,너무 끈적이지도 않고 건조하지도 않아서 좋았어요 백탁현상이 있습니다너무 끈적이지도 않고 건조하지도 않아서 좋았어요 백탁현상이 있습니다
208,4,그런대로 사용중입니다그런대로 사용중입니다
209,5,늘 구매하는거예요늘 구매하는거예요
210,5,잘받았어요배송도 빠르고 맘에들어요잘받았어요배송도 빠르고 맘에들어요
211,5,늘 이용하는 제품입니다감사늘 이용하는 제품입니다감사합니다
212,5,전 이 제품을 예전부터 썼어요! 촉촉하고 자연스럽게 하얘져요 가격도 괜찮도 트러블도 안나요전 이 제품을 예전부터 썼어요! 촉촉하고 자연스럽게 하얘져요 가격도 괜찮도 트러블도 안나요2개의 포토리뷰2개의 포토리뷰
213,5,배송이 정말정말 빨라서 좋아요배송이 정말정말 빨라서 좋아요
214,4,피부가 민감한데 순해서 좋아요피부가 민감한데 순해서 좋아요
215,5,원뿔원할때마다 쟁여놓고 쓰고 있어요! 제 기준 눈시림도 없고 톤업도 돼서 화장 안할 때 잘 바르고 있습니다원뿔원할때마다 쟁여놓고 쓰고 있어요! 제 기준 눈시림도 없고 톤업도 돼서 화장 안할 때 잘 바르고 있습니다
216,5,너무 너무 좋아요 배송도 빠릅니다감사합니다!너무 너무 좋아요 배송도 빠릅니다감사합니다!
217,5,나쁘지 않는 같아요더 열심히 써봐야겠어요나쁘지 않는 같아요더 열심히 써봐야겠어요
218,5,가족들과 잘 사용하고있어요가족들과 잘 사용하고있어요
219,5,좋아요 잘 쓸게요좋아요잘 쓸게요
220,5,저렴하게 잘 샀네요저렴하게 잘 샀네요
221,5,항상애용품 잘쓸게요 추천도 합니다항상애용품 잘쓸게요 추천도 합니다
222,5,됴아요 아직 써보진않앗지만됴아요 아직 써보진않앗지만
223,5,맘에 들어요배송도 빠르고맘에 들어요배송도 빠르고
224,5,아이와 같이 쓰려고 샀어요아이와 같이 쓰려고 샀어요
225,5,계속 이것만 사용해요계속 이것만 사용해요
226,3,배송 빠르고 깨끗해요배송 빠르고 깨끗해요
227,5,11이라득템 부드럽게 잘발리고 끈적이지않아 좋아요11이라득템부드럽게 잘발리고 끈적이지않아 좋아요세수는 보통때보다 2배로했어요재구매예정
228,5,포장도 잘 되어 왔고 제품 자체도 좋습니다 몇 통째 쓰네요포장도 잘 되어 왔고 제품 자체도 좋습니다 몇 통째 쓰네요
229,5,한 번 썼지만 참 좋네여한 번 썼지만 참 좋네여
230,4,굿   좋아요굿   좋아요
231,4,눈가 시림이 심해서 일반 선크림 못쓰는데 이제품은 눈시림이 없어서 사용하고 있어요눈가 시림이 심해서 일반 선크림 못쓰는데 이제품은 눈시림이 없어서 사용하고 있어요
232,5,배송상태도 좋고 사용기한도 일년이상 남았네요  사은품배송상태도 좋고 사용기한도 일년이상 남았네요 사은품도 너무푸짐합니다 대박템 꼭필요한 상품만 담았는데 더 구매할걸그랬네요 맘키즈 선크림도 매우 좋아요!! 다음에는 아이라이너를 구매예정입니다 
233,5,썬크림 드디어 이걸로 정착각이네요 백탁도 딱 예쁘게 뽀얘지고 무엇보다 발림성이 너무 좋아요 바를때 허옇게 뜨지도 않고요 다른데 몇만원 하는 선크림보다 훨씬 나아요썬크림 드디어 이걸로 정착각이네요 백탁도 딱 예쁘게 뽀얘지고 무엇보다 발림성이 너무 좋아요 바를때 허옇게 뜨지도 않고요 다른데 몇만원 하는 선크림보다 훨씬 나아요
234,4,요새 화장을 안해서 안쓰긴하는데 계속 이것만 써요 적당히 피부톤 보정해주고 좋아요요새 화장을 안해서 안쓰긴하는데 계속 이것만 써요 적당히 피부톤 보정해주고 좋아요
235,5,좋아요 약간하에지는거좋아하구 순한것같구 유분기덜한것같아좋아요약간하에지는거좋아하구순한것같구유분기덜한것같아요
236,5,순하고 좋아서 계속 요것만 쓰네요순하고 좋아서 계속 요것만 쓰네요
237,5,그니까계속 써오던거라그니까계속 써오던거라
238,5,잘발려지고 좋라료순하고잘발려지고 좋라료순하고
239,5,순하고 너무 좋아요순하고 너무 좋아요
240,4,모름모름
241,5,쿠폰할인 받아서 잘 샀습니다 배송도 빨라서 잘 사용하쿠폰할인 받아서 잘 샀습니다 배송도 빨라서 잘 사용하고 있습니다
242,5,아이와 함께 사용하기 좋은 것 같습니다아이와 함께 사용하기 좋은 것 같습니다
243,5,늘 쓰던겁니다 저한텐 잘 맞아요늘 쓰던겁니다 저한텐 잘 맞아요
244,5,끈적이지않고   순해요끈적이지않고   순해요
245,5,좋을듯해요좋을듯해요
246,3,지성 피부에 좋다고 해서 구매했는데 너무 촉촉해서 제 지성 피부에 좋다고 해서 구매했는데 너무 촉촉해서 제 피부에는 잘 안 맞아요
247,5,항상 쓰는 거라 한번에 여러개 샀어요 순해서 좋아요! 배송도 빠릅니당항상 쓰는 거라 한번에 여러개 샀어요 순해서 좋아요! 배송도 빠릅니당
248,5,발림성도 좋고 피부톤도 밝아져요발림성도 좋고 피부톤도 밝아져요
249,5,저렴하게구입했어요저렴하게구입했어요
250,5,사은품도 감사합니다사은품도 감사합니다
251,5,늘 사용하는 상품이에요 순해서 좋아요늘 사용하는 상품이에요순해서 좋아요
252,5,좋아요 잘쓰고있어요 굿나잇좋아요 잘쓰고있어요 굿나잇
253,5,평소에 쓰던거라 좋아요평소에 쓰던거라 좋아요
254,5,진짜 짱이에요 이 선크림만 쓸래요 앞으로 피부표현 넘 이쁘게 되네요 가격대비 퀄리티 대박진짜 짱이에요 이 선크림만 쓸래요 앞으로 피부표현 넘 이쁘게 되네요 가격대비 퀄리티 대박
255,5,무기자차라 백탁은 어쩔수 없지만 가격대비 좋은거 같아요 저렴하게 구입했어요무기자차라 백탁은 어쩔수 없지만 가격대비 좋은거 같아요 저렴하게 구입했어요
256,4,매일 쓰는 선크림인데 순하고 좋아요적당히 하얘지구요매일 쓰는 선크림인데 순하고 좋아요적당히 하얘지구요
257,5,리뉴얼되고 처음이네요 자극적이지 않아 좋아요 리뉴얼되고 처음이네요 자극적이지 않아 좋아요 
258,5,좋아요늘쓰던거라서요  썬크림필수!늘쓰던거라서요  썬크림필수!
259,5,좋은제품 잘 받았어요좋은제품 잘 받았어요
260,5,좋아요상품도 만족합니다 배송도 만족합니다
261,4,백탁수준은 얼굴이 자연스럽게 뽀얘지는 수준이에요 만족백탁수준은 얼굴이 자연스럽게 뽀얘지는 수준이에요 만족
262,4,트러블생겨 선크림바르기 싫어하는데 이제품은 괜찮아 마음트러블생겨 선크림바르기 싫어하는데 이제품은 괜찮아 마음놓고 구매합니다
263,5,트러블 많은 피부라 사용하는 썬크림이에오배송도빠르고 트러블 많은 피부라 사용하는 썬크림이에오배송도빠르고 샘플도 주시네요
264,5,배송이 빠르네요 좋아요배송이 빠르네요 좋아요
265,5,원래항상쓰는거에여 이거만써용원래항상쓰는거에여 이거만써용
266,5,좋아요  계속 쓰고 있습니다좋아요  계속 쓰고 있습니다
267,4,평소 화장을 잘 안 하기에 선크림을 즐겨 바르는데 성분이 착해 가볍게 바르기 좋은 것 같아요평소 화장을 잘 안 하기에 선크림을 즐겨 바르는데 성분이 착해 가볍게 바르기 좋은 것 같아요
268,5,배송도 빠르고 안전하게 잘 받았어요배송도 빠르고 안전하게 잘 받았어요
269,5,빠른 배송 좋은 물건 너무 좋아요빠른 배송 좋은 물건 너무 좋아요
270,5,오프라인보다 싸서구매함오프라인보다 싸서구매함
271,5,꾸준히 쓰던거라 좋아요꾸준히 쓰던거라 좋아요
272,5,부드럽게발려서 좋아요부드럽게발려서 좋아요
273,5,항상 매번 쓰고 있어요항상 매번 쓰고 있어요
274,5,촉촉해서 좋아요촉촉해서 좋아요
275,5,잘받았습니다잘받았습니다
276,5,좋아요 늘쓰던거라좋아요 순해요좋아요 늘쓰던거라좋아요 순해요
277,5,예전에 쓰던건데 다시써서 좋네여예전에 쓰던건데 다시써서 좋네여
278,4,배송빠르고저렴해요배송빠르고저렴해요
279,5,안찐득이고 좋네요안찐득이고 좋네요
280,4,기존에쓰는 제품이 어두운살색이라 섞어쓰는용으로 사서 만족하며 쓰고있어요 트러블은 없는데 눈가에바르면 좀 시립니다그리고 촉촉하진 않아요일반적인 무기자차제형입니다기존에쓰는 제품이 어두운살색이라 섞어쓰는용으로 사서 만족하며 쓰고있어요 트러블은 없는데 눈가에바르면 좀 시립니다그리고 촉촉하진 않아요일반적인 무기자차제형입니다
281,5,좋아요 몇년째 쓰고있는거에요 ㅎㅎㅎ좋아요 몇년째 쓰고있는거에요 ㅎㅎㅎ
282,5,잘 애용하고 있습니다감사합잘 애용하고 있습니다감사합니다
283,3,순한거같아요 근데 건조하네요ㅜ 재구매는 안할거같아요순한거같아요 근데 건조하네요ㅜ 재구매는 안할거같아요
284,5,포장이 바뀌면서 발림성이 더 부드러워졌네요포장이 바뀌면서 발림성이 더 부드러워졌네요
285,5,토니모리 키즈 앤 맘 선크림 이라더니 정말 순하고 좋으토니모리 키즈 앤 맘 선크림 이라더니 정말 순하고 좋으네요타사 제품 좋다고해서 사용하다 트러블이 자꾸 일어나서 못쓰겠더니 이 제품은 아주 좋아요!
286,5,아직 사용 전이지만 피부에 잘 맞았으면 좋겠네요!!ㅎㅎ아직 사용 전이지만 피부에 잘 맞았으면 좋겠네요!!ㅎㅎ
287,5,외부디자인색상이 노란색에서 흰색으로 변경됨 착한가격에외부디자인색상이 노란색에서 흰색으로 변경됨 착한가격에 배송도빠름 사용기힌은2021년12월23일까지 입니다
288,5,항상 쓰던 제품 온라인으로 더 싸게 구입했어요항상 쓰던 제품 온라인으로 더 싸게 구입했어요
289,4,아직 써보질않아서 좋겠죠좋아야  하는댕아직 써보질않아서좋겠죠좋아야  하는댕
290,4,빠른배송 감사드리며  맘에 들어요빠른배송 감사드리며  맘에 들어요
291,5,매번사용하는제품이라 너무죵아요매번사용하는제품이라 너무죵아요
292,5,적당히 하얘지고 냄새도 좋아요적당히 하얘지고 냄새도 좋아요
293,3,쿠폰으로 저렴하게 구입합니다쿠폰으로 저렴하게 구입합니다
294,4,사용전이라ㅠ 맘에 들길사용전이라ㅠ 맘에 들길
295,4,저렴하게 구매했네요저렴하게 구매했네요
296,5,좋아여 키즈앤맘 둘다 아닌데 좋아하는 선크림입니다좋아여 키즈앤맘 둘다 아닌데 좋아하는 선크림입니다
297,5,선크림 중에서 최고예요ㅎㅎ 인생템! 배송도 빠르고 좋아요선크림 중에서 최고예요ㅎㅎ 인생템! 배송도 빠르고 좋아요
298,5,늘쓰는거라 좋아요좋아요!늘쓰는거라 좋아요좋아요!
299,4,배송빨라요 포장이 하얀색으로 바뀌었네요아직사용전이지배송빨라요 포장이 하얀색으로 바뀌었네요아직사용전이지만 성분이 같다면 잘 쓸것같아요
300,3,여름에 아이 한테발라주니 좋더나고요여름에 아이 한테발라주니 좋더나고요
301,5,잘받았어요피부에 자극되지 않게 순해서 좋아요
302,4,평소 피부화장을 선크림만 하는 편이라 백탁이 있어도 상관 없었는데 백탁이 있는 것 치곤 뻑뻑한 느낌이 적어서 좋았어요 키즈앤 맘이라 성분도 안심하고 써도 될 것 같아요 ! 바르고 평소 피부화장을 선크림만 하는 편이라 백탁이 있어도 상관 없었는데 백탁이 있는 것 치곤 뻑뻑한 느낌이 적어서 좋았어요 키즈앤 맘이라 성분도 안심하고 써도 될 것 같아요 ! 바르고 깜빡 자고 일어나도 드름 안 난다는
303,5,자연스럽게 하얘지고 좋아요자연스럽게 하얘지고 좋아요
304,5,딸이  좋아하네여  잘쓸께요딸이  좋아하네여 잘쓸께요
305,5,너무 싸게 잘 구입했어요너무 싸게 잘 구입했어요
306,5,예전 노란통 썼었는데 조금 바뀐 것 같은데 전에 것이 더 좋은 것 같긴 해요 이것도 괜찮아요예전 노란통 썼었는데 조금 바뀐 것 같은데 전에 것이 더 좋은 것 같긴 해요 이것도 괜찮아요
307,5,중학생 딸 사 줬어요 저자극이라 안심이예요중학생 딸 사 줬어요 저자극이라 안심이예요
308,5,기름기 없고 좋아요ㅠㅠ 정착템 입니다ㅠㅠㅠ기름기 없고 좋아요ㅠㅠ 정착템 입니다ㅠㅠㅠ
309,5,계속 사용하는 제품이예요 바뀐 곤 아직 안써봤지만계속 사용하는 제품이예요 바뀐 곤 아직 안써봤지만
310,5,항상 사용하는데 부드럽고 좋아요항상 사용하는데 부드럽고 좋아요
311,4,유통기한 넉넉하고 좋아요유통기한 넉넉하고 좋아요
312,4,갠찮은거 같아요 써보게요갠찮은거 같아요 써보게요
313,5,잘왔어욤잘왔어욤
314,5,늘 쓰는 제품 온라인이 싸지여전 요것만 바릅니다 트러블없고 좋아요
315,4,생각보다 백탁이 심하니 아이들이 놀라던걸요ㅋㅋ 트러블이 요즘 많이 나서 샀어요 순하다니 믿고 써봅니다생각보다 백탁이 심하니 아이들이 놀라던걸요ㅋㅋ 트러블이 요즘 많이 나서 샀어요 순하다니 믿고 써봅니다2개의 포토리뷰2개의 포토리뷰
316,4,잘 받았습니다 딸아이가 씁니다잘 받았습니다 딸아이가 씁니다
317,5,항상 쓰는 거에요 여름이라 지수가 좀 더 높은 걸로항상 쓰는 거에요 여름이라 지수가 좀 더 높은 걸로 바꿀까 했는데 순한 이걸로 계속 쓰고 잇어요
318,4,순하고 부드러워서 아이와 함께 쓰고 있습니디ㅣ순하고 부드러워서 아이와 함께 쓰고 있습니디ㅣ
319,5,향이 좋다고 아기가 만족해해요 향이 좋다고 아기가 만족해해요백탁도 없고요
320,5,저렴한가격에 쓰기 딱 좋습니다저렴한가격에 쓰기 딱 좋습니다
321,4,냄새가좋네요잘발리구요냄새가좋아요
322,3,항상쓰는제품이에요 만족항상쓰는제품이에요 만족
323,5,되게 좋아요 ㅋㅋ 세수하자마자 피부 촉촉할 때 싹 바르면 싹 발려서 좋아요 ㅋㅋ되게 좋아요 ㅋㅋ 세수하자마자 피부 촉촉할 때 싹 바르면 싹 발려서 좋아요 ㅋㅋ
324,4,잘 사용하겠습니다잘 사용하겠습니다감사합니다
325,5,순하고 트러블이없어 좋아요배송도빠르고 만족합니다순하고 트러블이없어 좋아요배송도빠르고 만족합니다
326,5,좋아요 1대1할때 착하게 구매했어요좋아요 1대1할때 착하게 구매했어요
327,5,좋아요좋아요
328,5,빠른 배송 감사합니다!!빠른 배송 감사합니다!!
329,5,전백탁있는걸원했기에 만족합니다꾸준히쓰는제품이예요전백탁있는걸원했기에 만족합니다꾸준히쓰는제품이예요
330,5,토니모리 선크림토니모리 선크림 좋습니다잘 사용할게요
331,5,잘받았습니다아직  사용을  안해봐서 잘 모르겠어요
332,5,순하고 좋아요 배송은 보통입니다순하고 좋아요 배송은 보통입니다
333,5,잘 사용하고 있어요잘 사용하고 있어요
334,4,배송 빠르고 좋아요배송 빠르고 좋아요
335,5,아이들과 함께 쓰려고 샀는데 괜찮은거 같아요아이들과 함께 쓰려고 샀는데 괜찮은거 같아요
336,4,조금 뻑뻑하긴 한데 좋았음조금 뻑뻑하긴 한데 좋았음
337,5,피부 예민한편인데 좋아요피부 예민한편인데 좋아요
338,5,잘받았습니다 번창하세요잘받았습니다 번창하세요
339,5,소문대로 진짜 좋아요소문대로 진짜 좋아요
